# [H cm^-3] [K] [ergs cm^-3] [s] [dimensionless]
rho temperature pressure cooling_time HI_fraction
2.6101572157e-02 6.6813956593e+03 1.8609944073e-14 2.1445461941e+19 9.9642285493e-01 1
2.7122725793e-02 5.0031404378e+03 1.4462129937e-14 2.2188180679e+19 9.9765877288e-01 1
2.8183829313e-02 4.0482165698e+03 1.2150918036e-14 1.9180277592e+19 9.9835304016e-01 1
2.9286445646e-02 3.4283347427e+03 1.0688069041e-14 5.8997080052e+18 9.9879611033e-01 1
3.0432198871e-02 2.9908123462e+03 9.6858800544e-15 1.8619859345e+18 9.9909436393e-01 1
3.1622776602e-02 2.6596909544e+03 8.9485554979e-15 7.0462607618e+20 9.9929943615e-01 1
3.2859932476e-02 2.4037588235e+03 8.4025315055e-15 5.3350474828e+19 9.9945220604e-01 1
3.4145488738e-02 2.1995682289e+03 7.9886172803e-15 1.3836085247e+18 9.9957026188e-01 1
3.5481338923e-02 2.0286439641e+03 7.6553826003e-15 2.0153647503e+19 9.9965602585e-01 1
3.6869450645e-02 1.8868812680e+03 7.3984653825e-15 2.2400556694e+18 9.9972519908e-01 1
3.8311868496e-02 1.7648270133e+03 7.1902137445e-15 7.2885454751e+18 9.9977754884e-01 1
3.9810717055e-02 1.6597401176e+03 7.0263117970e-15 2.7952506427e+18 9.9982037493e-01 1
4.1368204024e-02 1.5673125997e+03 6.8943681648e-15 3.5777347125e+18 9.9985397721e-01 1
4.2986623471e-02 1.4862656366e+03 6.7934414920e-15 8.1302335230e+17 9.9988109006e-01 1
4.4668359215e-02 1.4122844870e+03 6.7076817277e-15 8.5045358918e+18 9.9990216971e-01 1
4.6415888336e-02 1.3461200854e+03 6.6434367859e-15 0.0000000000e+00 9.9991972009e-01 1
4.8231784822e-02 1.2865130741e+03 6.5975614694e-15 0.0000000000e+00 9.9993400424e-01 1
5.0118723363e-02 1.2328842456e+03 6.5698126415e-15 5.2027833924e+17 9.9994596453e-01 1
5.2079483286e-02 1.1817604960e+03 6.5436868369e-15 0.0000000000e+00 9.9995523031e-01 1
5.4116952655e-02 1.1363156761e+03 6.5381547729e-15 4.7607665615e+17 9.9996310839e-01 1
5.6234132519e-02 1.0927042159e+03 6.5331492769e-15 2.2783374113e+18 9.9996929912e-01 1
5.8434141337e-02 1.0524597955e+03 6.5386750946e-15 0.0000000000e+00 9.9997459701e-01 1
6.0720219569e-02 1.0152071513e+03 6.5539573690e-15 8.4557751326e+18 9.9997895198e-01 1
6.3095734448e-02 9.8039235797e+02 6.5767889009e-15 9.5389354944e+17 9.9998252258e-01 1
6.5564184942e-02 9.4757785708e+02 6.6053252534e-15 5.4851502446e+17 9.9998549716e-01 1
6.8129206906e-02 9.1637879367e+02 6.6377345539e-15 6.3321706375e+17 9.9998796324e-01 1
7.0794578438e-02 8.8731126729e+02 6.6786176989e-15 2.9310841500e+17 9.9998999476e-01 1
7.3564225446e-02 8.5861780603e+02 6.7154692530e-15 0.0000000000e+00 9.9999162507e-01 1
7.6442227425e-02 8.3224535087e+02 6.7638485047e-15 0.0000000000e+00 9.9999303443e-01 1
7.9432823472e-02 8.0740092352e+02 6.8186415747e-15 4.9311622343e+17 9.9999421019e-01 1
8.2540418527e-02 7.8320731512e+02 6.8730826589e-15 1.0954337756e+18 9.9999516183e-01 1
8.5769589859e-02 7.6043478393e+02 6.9343074153e-15 5.0367630082e+17 9.9999596818e-01 1
8.9125093813e-02 7.3894680001e+02 7.0019762801e-15 1.8723986035e+17 9.9999663996e-01 1
9.2611872813e-02 7.1731797815e+02 7.0629408632e-15 8.9335566683e+18 9.9999717613e-01 1
9.6235062640e-02 6.9720024993e+02 7.1334204596e-15 0.0000000000e+00 9.9999764440e-01 1
1.0000000000e-01 6.7803130837e+02 7.2086925906e-15 1.4796602035e+18 9.9999802979e-01 1
1.0391223038e-01 6.5958636589e+02 7.2869354792e-15 8.0794125046e+17 9.9999835458e-01 1
1.0797751623e-01 6.4180253635e+02 7.3678572472e-15 8.2635470493e+17 9.9999862600e-01 1
1.1220184543e-01 6.2482241960e+02 7.4535456683e-15 3.7566573409e+17 9.9999885210e-01 1
1.1659144012e-01 6.0865041064e+02 7.5446793431e-15 1.5518817403e+17 9.9999904083e-01 1
1.2115276586e-01 5.9224028060e+02 7.6284688068e-15 0.0000000000e+00 9.9999919267e-01 1
1.2589254118e-01 5.7701525464e+02 7.7231292799e-15 2.0932370521e+21 9.9999932504e-01 1
1.3081774743e-01 5.6228233039e+02 7.8203651478e-15 2.6050917408e+19 9.9999943439e-01 1
1.3593563909e-01 5.4808205714e+02 7.9210868017e-15 2.7339976269e+18 9.9999952674e-01 1
1.4125375446e-01 5.3434647275e+02 8.0246986526e-15 3.4460877811e+18 9.9999960408e-01 1
1.4677992676e-01 5.2117493240e+02 8.1330961500e-15 4.9622963497e+17 9.9999966866e-01 1
1.5252229565e-01 5.0856167460e+02 8.2467460706e-15 1.6149980267e+17 9.9999972268e-01 1
1.5848931925e-01 4.9587257674e+02 8.3555624891e-15 2.6613059529e+18 9.9999976613e-01 1
1.6468978655e-01 4.8383091559e+02 8.4716074723e-15 0.0000000000e+00 9.9999980407e-01 1
1.7113283042e-01 4.7239619911e+02 8.5949868227e-15 3.2839357082e+17 9.9999983581e-01 1
1.7782794100e-01 4.6108667325e+02 8.7174206177e-15 8.3897532049e+17 9.9999986229e-01 1
1.8478497974e-01 4.5029433494e+02 8.8464397917e-15 2.9666212767e+17 9.9999988453e-01 1
1.9201419386e-01 4.3973894606e+02 8.9770487774e-15 3.4791806101e+17 9.9999990328e-01 1
1.9952623150e-01 4.2972051872e+02 9.1157279687e-15 1.1773021781e+17 9.9999991891e-01 1
2.0733215735e-01 4.1948841889e+02 9.2468081806e-15 0.0000000000e+00 9.9999993159e-01 1
2.1544346900e-01 4.1001496137e+02 9.3915697144e-15 5.4030269904e+17 9.9999994257e-01 1
2.2387211386e-01 4.0073231422e+02 9.5380469132e-15 4.1825240227e+17 9.9999995181e-01 1
2.3263050672e-01 3.9168531701e+02 9.6874391373e-15 7.3225239961e+17 9.9999995958e-01 1
2.4173154808e-01 3.8307389651e+02 9.8451165044e-15 1.5030013630e+17 9.9999996611e-01 1
2.5118864315e-01 3.7449700005e+02 1.0001226098e-14 2.9897782418e+17 9.9999997152e-01 1
2.6101572157e-01 3.6634594809e+02 1.0166299411e-14 1.3867806943e+17 9.9999997611e-01 1
2.7122725793e-01 3.5849438514e+02 1.0337617559e-14 7.0858380933e+16 9.9999997994e-01 1
2.8183829313e-01 3.5043692118e+02 1.0500610590e-14 1.0782364842e+18 9.9999998303e-01 1
2.9286445646e-01 3.4295194271e+02 1.0678360017e-14 2.6838088556e+17 9.9999998574e-01 1
3.0432198871e-01 3.3559813203e+02 1.0858189518e-14 4.2477606991e+17 9.9999998803e-01 1
3.1622776602e-01 3.2850578438e+02 1.1044536455e-14 2.6712401258e+17 9.9999998994e-01 1
3.2859932476e-01 3.2158888502e+02 1.1234974427e-14 2.6540380477e+17 9.9999999156e-01 1
3.4145488738e-01 3.1501465437e+02 1.1435848709e-14 7.8386575574e+16 9.9999999291e-01 1
3.5481338923e-01 3.0828751381e+02 1.1629476285e-14 1.0174857836e+18 9.9999999400e-01 1
3.6869450645e-01 3.0191630760e+02 1.1834703207e-14 0.0000000000e+00 9.9999999496e-01 1
3.8311868496e-01 2.9577623345e+02 1.2047603031e-14 4.7803628126e+17 9.9999999576e-01 1
3.9810717055e-01 2.8979675722e+02 1.2265844895e-14 2.4245609555e+17 9.9999999643e-01 1
4.1368204024e-01 2.8396251493e+02 1.2489111122e-14 2.0252091220e+17 9.9999999700e-01 1
4.2986623471e-01 2.7833713066e+02 1.2720618502e-14 1.0131130115e+17 9.9999999747e-01 1
4.4668359215e-01 2.7281256310e+02 1.2955912618e-14 9.1731464289e+16 9.9999999788e-01 1
4.6415888336e-01 2.6757078779e+02 1.3204102992e-14 4.2027427508e+16 9.9999999822e-01 1
4.8231784822e-01 2.6209615982e+02 1.3439942593e-14 2.7961415077e+17 9.9999999849e-01 1
5.0118723363e-01 2.5698777456e+02 1.3693541127e-14 3.0689654874e+17 9.9999999873e-01 1
5.2079483286e-01 2.5205055853e+02 1.3955889410e-14 1.4960215499e+17 9.9999999893e-01 1
5.4116952655e-01 2.4720992421e+02 1.4223363205e-14 1.4141155707e+17 9.9999999910e-01 1
5.6234132519e-01 2.4254000134e+02 1.4500611439e-14 7.9951235130e+16 9.9999999924e-01 1
5.8434141337e-01 2.3805022612e+02 1.4788975065e-14 3.9711586011e+16 9.9999999936e-01 1
6.0720219569e-01 2.3333599087e+02 1.5063217060e-14 0.0000000000e+00 9.9999999946e-01 1
6.3095734448e-01 2.2919892141e+02 1.5374999369e-14 3.6593530407e+16 9.9999999955e-01 1
6.5564184942e-01 2.2468539020e+02 1.5661879747e-14 0.0000000000e+00 9.9999999962e-01 1
6.8129206906e-01 2.2052925222e+02 1.5973562068e-14 0.0000000000e+00 9.9999999968e-01 1
7.0794578438e-01 2.1652595058e+02 1.6297164066e-14 2.7459823896e+17 9.9999999973e-01 1
7.3564225446e-01 2.1257774100e+02 1.6625946553e-14 1.7986758447e+17 9.9999999977e-01 1
7.6442227425e-01 2.0875411564e+02 1.6965635959e-14 8.1058684013e+16 9.9999999981e-01 1
7.9432823472e-01 2.0500851442e+02 1.7313046498e-14 5.6146136251e+16 9.9999999984e-01 1
8.2540418527e-01 2.0140393581e+02 1.7674048684e-14 3.0705555759e+16 9.9999999986e-01 1
8.5769589859e-01 1.9758367994e+02 1.8017131154e-14 0.0000000000e+00 9.9999999988e-01 1
8.9125093813e-01 1.9411375330e+02 1.8393202882e-14 1.2377816760e+17 9.9999999990e-01 1
9.2611872813e-01 1.9064226369e+02 1.8770969948e-14 2.1449583088e+17 9.9999999992e-01 1
9.6235062640e-01 1.8727746908e+02 1.9161059932e-14 1.3871916490e+17 9.9999999993e-01 1
1.0000000000e+00 1.8401848663e+02 1.9564192069e-14 5.9362349937e+16 9.9999999994e-01 1
1.0391223038e+00 1.8085199871e+02 1.9979737347e-14 3.1013270729e+16 9.9999999995e-01 1
1.0797751623e+00 1.7750794859e+02 2.0377464619e-14 0.0000000000e+00 9.9999999996e-01 1
1.1220184543e+00 1.7444939543e+02 2.0809786199e-14 1.1632964232e+17 9.9999999996e-01 1
1.1659144012e+00 1.7134879916e+02 2.1239530384e-14 0.0000000000e+00 9.9999999997e-01 1
1.2115276586e+00 1.6837616841e+02 2.1687528143e-14 3.9296623995e+17 9.9999999997e-01 1
1.2589254118e+00 1.6544381209e+02 2.2143456887e-14 2.2961347272e+17 9.9999999998e-01 1
1.3081774743e+00 1.6254971651e+02 2.2607181625e-14 3.7046256840e+17 9.9999999998e-01 1
1.3593563909e+00 1.5977510188e+02 2.3090560578e-14 5.1254074743e+16 9.9999999998e-01 1
1.4125375446e+00 1.5698524065e+02 2.3574862794e-14 4.9627075069e+16 9.9999999999e-01 1
1.4677992676e+00 1.5430042092e+02 2.4078102101e-14 2.6331639945e+16 9.9999999999e-01 1
1.5252229565e+00 1.5161794284e+02 2.4585004874e-14 2.2290802418e+16 9.9999999999e-01 1
1.5848931925e+00 1.4883031345e+02 2.5076987208e-14 1.5034106176e+17 9.9999999999e-01 1
1.6468978655e+00 1.4618389346e+02 2.5594549559e-14 0.0000000000e+00 9.9999999999e-01 1
1.7113283042e+00 1.4365453783e+02 2.6135513017e-14 6.3079540477e+16 9.9999999999e-01 1
1.7782794100e+00 1.4110885690e+02 2.6676527253e-14 6.0395624332e+16 1.0000000000e+00 1
1.8478497974e+00 1.3867207452e+02 2.7241248390e-14 2.2576092238e+16 1.0000000000e+00 1
1.9201419386e+00 1.3605572441e+02 2.7772643812e-14 0.0000000000e+00 1.0000000000e+00 1
1.9952623150e+00 1.3375802398e+02 2.8371501510e-14 1.9095374499e+16 1.0000000000e+00 1
2.0733215735e+00 1.3121666606e+02 2.8920966168e-14 2.7619357184e+17 1.0000000000e+00 1
2.1544346900e+00 1.2884871698e+02 2.9509691830e-14 8.2982358376e+16 1.0000000000e+00 1
2.2387211386e+00 1.2648494161e+02 3.0101174064e-14 9.4599688850e+16 1.0000000000e+00 1
2.3263050672e+00 1.2415198475e+02 3.0701351899e-14 9.4380971350e+16 1.0000000000e+00 1
2.4173154808e+00 1.2187365708e+02 3.1316413238e-14 4.1501430240e+16 1.0000000000e+00 1
2.5118864315e+00 1.1962555482e+02 3.1940628446e-14 2.4442166532e+16 1.0000000000e+00 1
2.6101572157e+00 1.1727257734e+02 3.2536580781e-14 0.0000000000e+00 1.0000000000e+00 1
2.7122725793e+00 1.1507546732e+02 3.3175159947e-14 1.1424504128e+17 1.0000000000e+00 1
2.8183829313e+00 1.1284713693e+02 3.3804465112e-14 0.0000000000e+00 1.0000000000e+00 1
2.9286445646e+00 1.1069018161e+02 3.4454368429e-14 1.0102057454e+17 1.0000000000e+00 1
3.0432198871e+00 1.0854112164e+02 3.5105829875e-14 6.7090133183e+16 1.0000000000e+00 1
3.1622776602e+00 1.0646202275e+02 3.5778935361e-14 2.0114208270e+16 1.0000000000e+00 1
3.2859932476e+00 1.0428848016e+02 3.6417823898e-14 1.3169475900e+17 1.0000000000e+00 1
3.4145488738e+00 1.0221079224e+02 3.7086587168e-14 8.6247747040e+16 1.0000000000e+00 1
3.5481338923e+00 1.0013741835e+02 3.7753375833e-14 1.5602091882e+18 1.0000000000e+00 1
3.6869450645e+00 9.8133866522e+01 3.8442740943e-14 4.3827855466e+16 1.0000000000e+00 1
3.8311868496e+00 9.6187467460e+01 3.9151308046e-14 1.3847627813e+16 1.0000000000e+00 1
3.9810717055e+00 9.4118937695e+01 3.9804459175e-14 2.4664794173e+18 1.0000000000e+00 1
4.1368204024e+00 9.2169009364e+01 4.0500663685e-14 3.8671080792e+17 1.0000000000e+00 1
4.2986623471e+00 9.0233120904e+01 4.1196462084e-14 0.0000000000e+00 1.0000000000e+00 1
4.4668359215e+00 8.8343353407e+01 4.1906204269e-14 0.0000000000e+00 1.0000000000e+00 1
4.6415888336e+00 8.6494773545e+01 4.2628277656e-14 6.3975511932e+16 1.0000000000e+00 1
4.8231784822e+00 8.4674122794e+01 4.3356480342e-14 3.0135174310e+16 1.0000000000e+00 1
5.0118723363e+00 8.2825899027e+01 4.4061044238e-14 0.0000000000e+00 1.0000000000e+00 1
5.2079483286e+00 8.1071308396e+01 4.4805552818e-14 1.2719814994e+17 1.0000000000e+00 1
5.4116952655e+00 7.9323943930e+01 4.5544184803e-14 3.8286215537e+18 1.0000000000e+00 1
5.6234132519e+00 7.7640895585e+01 4.6309585748e-14 3.0220696725e+16 1.0000000000e+00 1
5.8434141337e+00 7.5962094805e+01 4.7066693240e-14 3.5647427630e+16 1.0000000000e+00 1
6.0720219569e+00 7.4371913860e+01 4.7868248369e-14 9.7999708663e+15 1.0000000000e+00 1
6.3095734448e+00 7.2693975201e+01 4.8599974238e-14 0.0000000000e+00 1.0000000000e+00 1
6.5564184942e+00 7.1140589525e+01 4.9401117823e-14 5.5345888175e+16 1.0000000000e+00 1
6.8129206906e+00 6.9609763276e+01 5.0205075762e-14 4.4845741117e+16 1.0000000000e+00 1
7.0794578438e+00 6.8132644694e+01 5.1034779150e-14 1.7063467850e+16 1.0000000000e+00 1
7.3564225446e+00 6.6709499919e+01 5.1892558814e-14 7.5570870597e+15 1.0000000000e+00 1
7.6442227425e+00 6.5228173736e+01 5.2689045008e-14 4.8805659488e+16 1.0000000000e+00 1
7.9432823472e+00 6.3830724928e+01 5.3536522773e-14 0.0000000000e+00 1.0000000000e+00 1
8.2540418527e+00 6.2483666231e+01 5.4410656892e-14 1.2786425016e+18 1.0000000000e+00 1
8.5769589859e+00 6.1187849886e+01 5.5314376052e-14 2.4942702962e+16 1.0000000000e+00 1
8.9125093813e+00 5.9917847392e+01 5.6225772473e-14 1.7769814451e+16 1.0000000000e+00 1
9.2611872813e+00 5.8703561705e+01 5.7174245817e-14 7.9177543032e+15 1.0000000000e+00 1
9.6235062640e+00 5.7452263209e+01 5.8067073179e-14 0.0000000000e+00 1.0000000000e+00 1
1.0000000000e+01 5.6296289400e+01 5.9038532934e-14 3.2971519577e+16 1.0000000000e+00 1
1.0391223038e+01 5.5171466138e+01 6.0025184403e-14 1.7812504360e+16 1.0000000000e+00 1
1.0797751623e+01 5.4072809601e+01 6.1021623720e-14 1.7637703994e+16 1.0000000000e+00 1
1.1220184543e+01 5.3041956095e+01 6.2078056019e-14 5.6101172287e+15 1.0000000000e+00 1
1.1659144012e+01 5.1958564361e+01 6.3048530088e-14 0.0000000000e+00 1.0000000000e+00 1
1.2115276586e+01 5.0957620723e+01 6.4098125153e-14 0.0000000000e+00 1.0000000000e+00 1
1.2589254118e+01 5.0007267024e+01 6.5191840606e-14 2.0917630126e+16 1.0000000000e+00 1
1.3081774743e+01 4.9083235367e+01 6.6299146687e-14 9.6260614095e+15 1.0000000000e+00 1
1.3593563909e+01 4.8185517462e+01 6.7420200115e-14 6.7126262197e+15 1.0000000000e+00 1
1.4125375446e+01 4.7281961446e+01 6.8505747920e-14 4.0167652977e+16 1.0000000000e+00 1
1.4677992676e+01 4.6424846693e+01 6.9633993168e-14 0.0000000000e+00 1.0000000000e+00 1
1.5252229565e+01 4.5613711701e+01 7.0808485817e-14 2.6029640381e+16 1.0000000000e+00 1
1.5848931925e+01 4.4823932901e+01 7.1991222835e-14 1.4044582484e+16 1.0000000000e+00 1
1.6468978655e+01 4.4065215553e+01 7.3199858874e-14 7.0570646552e+15 1.0000000000e+00 1
1.7113283042e+01 4.3333343663e+01 7.4428936103e-14 4.2724389461e+15 1.0000000000e+00 1
1.7782794100e+01 4.2576511474e+01 7.5579189009e-14 1.4118805493e+18 1.0000000000e+00 1
1.8478497974e+01 4.1877212467e+01 7.6808340019e-14 0.0000000000e+00 1.0000000000e+00 1
1.9201419386e+01 4.1214516321e+01 7.8081759930e-14 1.0561274204e+16 1.0000000000e+00 1
1.9952623150e+01 4.0560928405e+01 7.9344327415e-14 9.0810157838e+15 1.0000000000e+00 1
2.0733215735e+01 3.9940502307e+01 8.0649358957e-14 4.2567337657e+15 1.0000000000e+00 1
2.1544346900e+01 3.9299837310e+01 8.0334004052e-14 5.9908759534e+16 1.0000000000e+00 1
2.2387211386e+01 3.8707981029e+01 8.1341191831e-14 1.7617438510e+16 1.0000000000e+00 1
2.3263050672e+01 3.8150658542e+01 8.2363039352e-14 3.7375125159e+15 1.0000000000e+00 1
2.4173154808e+01 3.7559314978e+01 8.3217158681e-14 0.0000000000e+00 1.0000000000e+00 1
2.5118864315e+01 3.7024030980e+01 8.4145866622e-14 2.4014759180e+16 1.0000000000e+00 1
2.6101572157e+01 3.6495494765e+01 8.5019365289e-14 3.1586778800e+16 1.0000000000e+00 1
2.7122725793e+01 3.6001345156e+01 8.5924389810e-14 3.8557497634e+15 1.0000000000e+00 1
2.8183829313e+01 3.5481275668e+01 8.6683869634e-14 0.0000000000e+00 1.0000000000e+00 1
2.9286445646e+01 3.5009077466e+01 8.7534572821e-14 8.4387565864e+15 1.0000000000e+00 1
3.0432198871e+01 3.4542965836e+01 8.8357434527e-14 5.8338185839e+15 1.0000000000e+00 1
3.1622776602e+01 3.4071585508e+01 8.9123605968e-14 0.0000000000e+00 1.0000000000e+00 1
3.2859932476e+01 3.3630490381e+01 8.9966079251e-14 0.0000000000e+00 1.0000000000e+00 1
3.4145488738e+01 3.3199519821e+01 9.0829970287e-14 0.0000000000e+00 1.0000000000e+00 1
3.5481338923e+01 3.2790507179e+01 9.1770672378e-14 5.8424133965e+15 1.0000000000e+00 1
3.6869450645e+01 3.2388485928e+01 9.2746186354e-14 3.3248472420e+15 1.0000000000e+00 1
3.8311868496e+01 3.2008954984e+01 9.3824793384e-14 1.4728984497e+15 1.0000000000e+00 1
3.9810717055e+01 3.1589032286e+01 9.4774566223e-14 7.1157536281e+16 1.0000000000e+00 1
4.1368204024e+01 3.1213930683e+01 9.5927976283e-14 1.7477740763e+16 1.0000000000e+00 1
4.2986623471e+01 3.0850512624e+01 9.7165695660e-14 6.5951026675e+15 1.0000000000e+00 1
4.4668359215e+01 3.0505466943e+01 9.8520649803e-14 2.0999766642e+15 1.0000000000e+00 1
4.6415888336e+01 3.0137842773e+01 9.9829227077e-14 4.3386204997e+16 1.0000000000e+00 1
4.8231784822e+01 2.9799658154e+01 1.0130825742e-13 1.2033016194e+16 1.0000000000e+00 1
5.0118723363e+01 2.9470945377e+01 1.0288023092e-13 5.5709299560e+15 1.0000000000e+00 1
5.2079483286e+01 2.9151975783e+01 1.0455035136e-13 3.0058075451e+15 1.0000000000e+00 1
5.4116952655e+01 2.8841430613e+01 1.0631701386e-13 1.9327535861e+15 1.0000000000e+00 1
5.6234132519e+01 2.8514059477e+01 1.0806881760e-13 0.0000000000e+00 1.0000000000e+00 1
5.8434141337e+01 2.8212566188e+01 1.1000286839e-13 0.0000000000e+00 1.0000000000e+00 1
6.0720219569e+01 2.7921154302e+01 1.1205368680e-13 2.4562390526e+16 1.0000000000e+00 1
6.3095734448e+01 2.7633128198e+01 1.1419439528e-13 4.0374115789e+16 1.0000000000e+00 1
6.5564184942e+01 2.7356783063e+01 1.1647040331e-13 5.1581675816e+15 1.0000000000e+00 1
6.8129206906e+01 2.6703891727e+01 1.1932178576e-13 0.0000000000e+00 1.0000000000e+00 1
7.0794578438e+01 2.6816864975e+01 1.2357895682e-13 3.1378832849e+15 1.0000000000e+00 1
7.3564225446e+01 2.6562309383e+01 1.2594002196e-13 1.5577750287e+15 1.0000000000e+00 1
7.6442227425e+01 2.6310278031e+01 1.2844368698e-13 1.1760698612e+15 1.0000000000e+00 1
7.9432823472e+01 2.6039835731e+01 1.3096930074e-13 2.6863021207e+16 1.0000000000e+00 1
8.2540418527e+01 2.5790893600e+01 1.3375081225e-13 0.0000000000e+00 1.0000000000e+00 1
8.5769589859e+01 2.5558402997e+01 1.3676515480e-13 4.6388772251e+15 1.0000000000e+00 1
8.9125093813e+01 2.5324271499e+01 1.3990616155e-13 3.9812909933e+15 1.0000000000e+00 1
9.2611872813e+01 2.5092996624e+01 1.4320240785e-13 5.5521574723e+15 1.0000000000e+00 1
9.6235062640e+01 2.4867319129e+01 1.4667351694e-13 7.3026325163e+15 1.0000000000e+00 1
1.0000000000e+02 2.4655390030e+01 1.5037732815e-13 1.8080903282e+15 1.0000000000e+00 1
1.0391223038e+02 2.4452963150e+01 1.5429251399e-13 8.0094120470e+14 1.0000000000e+00 1
1.0797751623e+02 2.4221858910e+01 1.5815558941e-13 6.2806337557e+15 1.0000000000e+00 1
1.1220184543e+02 2.4013692976e+01 1.6232610671e-13 2.1381232590e+16 1.0000000000e+00 1
1.1659144012e+02 2.3809744569e+01 1.6667912872e-13 0.0000000000e+00 1.0000000000e+00 1
1.2115276586e+02 2.3618108750e+01 1.7128134556e-13 3.8757820674e+15 1.0000000000e+00 1
1.2589254118e+02 2.3421956293e+01 1.7600951688e-13 1.1775516693e+16 1.0000000000e+00 1
1.3081774743e+02 2.3229973609e+01 1.8093371393e-13 0.0000000000e+00 1.0000000000e+00 1
1.3593563909e+02 2.3049825942e+01 1.8612428878e-13 4.6239318824e+15 1.0000000000e+00 1
1.4125375446e+02 2.2863326325e+01 1.9143465714e-13 0.0000000000e+00 1.0000000000e+00 1
1.4677992676e+02 2.2688952531e+01 1.9702917902e-13 1.9273046979e+16 1.0000000000e+00 1
1.5252229565e+02 2.2529177582e+01 2.0294498666e-13 1.0139285527e+15 1.0000000000e+00 1
1.5848931925e+02 2.2344952396e+01 2.0882265494e-13 0.0000000000e+00 1.0000000000e+00 1
1.6468978655e+02 2.2182815930e+01 2.1510688466e-13 3.9420025261e+15 1.0000000000e+00 1
1.7113283042e+02 2.2025150960e+01 2.2164211260e-13 1.6706719651e+15 1.0000000000e+00 1
1.7782794100e+02 2.1880082402e+01 2.2852479288e-13 6.1115909524e+14 1.0000000000e+00 1
1.8478497974e+02 2.1701244198e+01 2.3526007187e-13 0.0000000000e+00 1.0000000000e+00 1
1.9201419386e+02 2.1555397699e+01 2.4258024740e-13 3.2273802770e+15 1.0000000000e+00 1
1.9952623150e+02 2.1399860872e+01 2.5002249308e-13 0.0000000000e+00 1.0000000000e+00 1
2.0733215735e+02 2.1261425426e+01 2.5791084008e-13 3.9468695531e+15 1.0000000000e+00 1
2.1544346900e+02 2.1126410600e+01 2.6609915041e-13 1.2472985910e+15 1.0000000000e+00 1
2.2387211386e+02 2.0976285592e+01 2.7435314338e-13 0.0000000000e+00 1.0000000000e+00 1
2.3263050672e+02 2.0852929527e+01 2.8323408381e-13 1.2428120107e+15 1.0000000000e+00 1
2.4173154808e+02 2.0714601620e+01 2.9219372950e-13 4.3288420768e+15 1.0000000000e+00 1
2.5118864315e+02 2.0585728891e+01 3.0157825151e-13 5.0059924942e+15 1.0000000000e+00 1
2.6101572157e+02 2.0455781672e+01 3.1124922786e-13 0.0000000000e+00 1.0000000000e+00 1
2.7122725793e+02 2.0342485787e+01 3.2149603893e-13 1.6562912701e+15 1.0000000000e+00 1
2.8183829313e+02 2.0220228551e+01 3.3193346294e-13 3.2832021971e+15 1.0000000000e+00 1
2.9286445646e+02 2.0110699303e+01 3.4292747029e-13 1.0670888400e+15 1.0000000000e+00 1
3.0432198871e+02 1.9986612021e+01 3.5402600478e-13 0.0000000000e+00 1.0000000000e+00 1
3.1622776602e+02 1.9894675245e+01 3.6607550045e-13 6.0704643112e+14 1.0000000000e+00 1
3.2859932476e+02 1.9778609580e+01 3.7807219813e-13 1.4042108598e+15 1.0000000000e+00 1
3.4145488738e+02 1.9668370037e+01 3.9057409896e-13 2.6128961895e+16 1.0000000000e+00 1
3.5481338923e+02 1.9577265116e+01 4.0388206531e-13 9.2791430331e+14 1.0000000000e+00 1
3.6869450645e+02 1.9468308879e+01 4.1725786073e-13 0.0000000000e+00 1.0000000000e+00 1
3.8311868496e+02 1.9393953784e+01 4.3184458721e-13 4.6438476586e+14 1.0000000000e+00 1
3.9810717055e+02 1.9285316895e+01 4.4614527504e-13 3.5734214344e+15 1.0000000000e+00 1
4.1368204024e+02 1.9191186688e+01 4.6126177286e-13 0.0000000000e+00 1.0000000000e+00 1
4.2986623471e+02 1.9121405855e+01 4.7749541743e-13 6.2937484740e+14 1.0000000000e+00 1
4.4668359215e+02 1.9025353430e+01 4.9361586596e-13 1.7751834287e+16 1.0000000000e+00 1
4.6415888336e+02 1.8947029455e+01 5.1075256681e-13 3.5151380457e+15 1.0000000000e+00 1
4.8231784822e+02 1.8877176878e+01 5.2871833504e-13 8.2127109322e+14 1.0000000000e+00 1
5.0118723363e+02 1.8797106769e+01 5.4701545773e-13 1.9192270950e+15 1.0000000000e+00 1
5.2079483286e+02 1.8724110067e+01 5.6615466167e-13 2.9162070955e+15 1.0000000000e+00 1
5.4116952655e+02 1.8663271220e+01 5.8634183482e-13 7.2332239114e+14 1.0000000000e+00 1
5.6234132519e+02 1.8588295148e+01 6.0678420389e-13 5.4542276629e+15 1.0000000000e+00 1
5.8434141337e+02 1.8523964143e+01 6.2829483488e-13 1.7733009155e+17 1.0000000000e+00 1
6.0720219569e+02 1.8474718881e+01 6.5109647101e-13 6.5669493522e+14 1.0000000000e+00 1
6.3095734448e+02 1.8409010973e+01 6.7412061829e-13 2.7058411382e+15 1.0000000000e+00 1
6.5564184942e+02 1.8355663297e+01 6.9842445347e-13 1.8251158404e+15 1.0000000000e+00 1
6.8129206906e+02 1.8313574557e+01 7.2404728797e-13 5.0760939555e+14 1.0000000000e+00 1
7.0794578438e+02 1.8254762925e+01 7.4992141262e-13 1.8670424931e+15 1.0000000000e+00 1
7.3564225446e+02 1.8204411723e+01 7.7707658816e-13 0.0000000000e+00 1.0000000000e+00 1
